run_name,fold,epoch,train_mse_total,train_mse_angle,train_mse_speed,val_mse_total,val_mse_angle,val_mse_speed,lr
effnetv2s_320x240_20260217_205632,0,15,0.018099765623685534,0.004791764568475038,0.006120354217375035,0.03320415514829799,0.006844041903681605,0.01609405019373313,4.840776425613886e-05
effnetv2s_320x240_20260217_205632,0,16,0.016685625111590552,0.00456305018719806,0.005277999652649699,0.03477308150221583,0.0069919810949238504,0.01729312844103125,3.162892359054098e-05
effnetv2s_320x240_20260217_205632,0,17,0.01510811657462706,0.004378095112465239,0.004162878757724379,0.03533449223757743,0.0069036134225722605,0.01807545833606862,1.8078937319026654e-05
effnetv2s_320x240_20260217_205632,0,18,0.014436375867450536,0.003861870876820394,0.004781698694859691,0.03562950697942123,0.006918550325900078,0.018333131144438967,8.127413744904804e-06
effnetv2s_320x240_20260217_205632,0,19,0.013986940058624612,0.003872298067123447,0.004306194787601047,0.035606292420515884,0.006976094602215174,0.018166055427627885,2.0458044895916513e-06
effnetv2s_320x240_20260217_205632,1,1,0.18173681572079659,0.04133403890729783,0.07840171903788044,0.06139722103133233,0.015354612158843843,0.0230106905434212,0.0003
effnetv2s_320x240_20260217_205632,1,2,0.060021841565573684,0.0157200945775394,0.020721604977018984,0.05257551207346016,0.01361025984893978,0.01854986217983914,0.00029795419551040833
effnetv2s_320x240_20260217_205632,1,3,0.051034908840568036,0.013349465424892123,0.01766124527671182,0.050526972708600154,0.012562839165109809,0.019119874411092624,0.00029187258625509513
effnetv2s_320x240_20260217_205632,1,4,0.044548264043873916,0.011519918886830188,0.01574846686029224,0.046064532586257825,0.011358430153642693,0.01766845724407194,0.00028192106268097334
effnetv2s_320x240_20260217_205632,1,5,0.04149824763809502,0.010914455485327284,0.014212108932784434,0.04523852879688439,0.011786875945765513,0.015771338648817006,0.00026837107640945905
effnetv2s_320x240_20260217_205632,1,6,0.04060414440763396,0.010519419906026159,0.01430559436369412,0.04611427087024719,0.011530699591655097,0.017287522180185245,0.00025159223574386114
effnetv2s_320x240_20260217_205632,1,7,0.03774596200787655,0.009072411097794272,0.015064934169575729,0.04143858686747301,0.00993283962695589,0.016606487843946405,0.00023204222371836405
effnetv2s_320x240_20260217_205632,1,8,0.035607680860469795,0.008834617296962182,0.013521137762038875,0.04002150671403152,0.010223739933925637,0.014462156713961892,0.0002102543136979454
effnetv2s_320x240_20260217_205632,1,9,0.030416268881347925,0.007630980594406248,0.011338817329117026,0.03649107079472565,0.009077946417684984,0.013796205065243249,0.00018682282307111987
effnetv2s_320x240_20260217_205632,1,10,0.026849625611355184,0.006964950884728791,0.009437248584704296,0.03828523097560457,0.00941742380331913,0.014741671497897634,0.00016238690182084986
effnetv2s_320x240_20260217_205632,1,11,0.02486492353673587,0.006419988252826077,0.008814952874306769,0.03526021757700147,0.008989402690567633,0.012786710730970404,0.00013761309817915014
effnetv2s_320x240_20260217_205632,1,12,0.022435954275057134,0.005964063476073925,0.007525795611862468,0.03703194082710409,0.008839522591032293,0.014933134681976707,0.00011317717692888012
effnetv2s_320x240_20260217_205632,1,13,0.020794897530144654,0.005512297641246595,0.007014153349614415,0.034830608606846086,0.00816013109017271,0.014430280845401227,8.97456863020546e-05
effnetv2s_320x240_20260217_205632,1,14,0.01934462660850759,0.005242271813194596,0.00623894706300158,0.03649905684987082,0.00870607705621083,0.014733863914845758,6.795777628163599e-05
effnetv2s_320x240_20260217_205632,1,15,0.018827385695744825,0.005041022040340113,0.00622483065833561,0.03662671183867507,0.008486979605088145,0.015409262899437587,4.840776425613886e-05
effnetv2s_320x240_20260217_205632,1,16,0.016815179298168788,0.004607276392023615,0.0052969884245003054,0.035300543071455456,0.008150924164685299,0.014923232666135539,3.162892359054098e-05
effnetv2s_320x240_20260217_205632,1,17,0.015012878988343994,0.004205055150473959,0.004500241141786268,0.03552750145856564,0.008130154175069449,0.015202116119543587,1.8078937319026654e-05
effnetv2s_320x240_20260217_205632,2,1,0.18711066635211088,0.044343572484547865,0.07625173509781712,0.05470901335724576,0.014664933446705403,0.018046679700018116,0.0003
effnetv2s_320x240_20260217_205632,2,2,0.060089046895171014,0.015361423050079433,0.021685489378583372,0.05006421377722447,0.01330162930377747,0.01681014026771243,0.00029795419551040833
effnetv2s_320x240_20260217_205632,2,3,0.05023029680733241,0.012874110198616149,0.018045021254372882,0.046537066788144274,0.01206913865457859,0.01636422008412269,0.00029187258625509513
effnetv2s_320x240_20260217_205632,2,4,0.04539702458088624,0.011812604183341537,0.015865514143100192,0.04559841810191179,0.012220262521654522,0.015047761245763727,0.00028192106268097334
effnetv2s_320x240_20260217_205632,2,5,0.04004707304479856,0.010150112323567021,0.014671792307868275,0.04199649753009523,0.010516692278599176,0.01570476704125924,0.00026837107640945905
effnetv2s_320x240_20260217_205632,2,6,0.037243983677104534,0.009170969466902523,0.014316559983508443,0.038299577041999475,0.009681467313240459,0.01409590861905427,0.00025159223574386114
effnetv2s_320x240_20260217_205632,2,7,0.03616216507162795,0.009113544553996964,0.013378303705414825,0.04215339011990821,0.010451263292645016,0.016025231839941027,0.00023204222371836405
effnetv2s_320x240_20260217_205632,2,8,0.03309660210331392,0.008439744173616754,0.01199724158724476,0.03890103412753888,0.009519926172305323,0.015101218532005614,0.0002102543136979454
effnetv2s_320x240_20260217_205632,2,9,0.030143902111569598,0.007952561309332204,0.0102624988817424,0.039124300969498496,0.009690188926760837,0.014898829074232714,0.00018682282307111987
effnetv2s_320x240_20260217_205632,2,10,0.02755499872061627,0.00731412187223869,0.009269694307624388,0.03760290626199514,0.009453407130412936,0.013969388292922075,0.00016238690182084986
effnetv2s_320x240_20260217_205632,2,11,0.02569431989510965,0.006561326093232915,0.00929100475612704,0.03527376056300152,0.00804229041507748,0.015168034334519414,0.00013761309817915014
effnetv2s_320x240_20260217_205632,2,12,0.021905017506809874,0.005668258415431034,0.007734371414119895,0.03391957409138641,0.007830990019047534,0.014342099034865469,0.00011317717692888012
effnetv2s_320x240_20260217_205632,2,13,0.02026621039759097,0.005368630399188682,0.0068446343677310605,0.03576404020400005,0.008354121709076075,0.01487873617101941,8.97456863020546e-05
effnetv2s_320x240_20260217_205632,2,14,0.01902789960214712,0.005062298726956438,0.006372152821654074,0.036253559780247226,0.007918954459800773,0.016456173128828144,6.795777628163599e-05
effnetv2s_320x240_20260217_205632,2,15,0.0177434176706069,0.00458017543775118,0.0062929791098955,0.035715658233206764,0.008176417309152487,0.015274615054445126,4.840776425613886e-05
effnetv2s_320x240_20260217_205632,2,16,0.016387396791231867,0.004366130731979063,0.005472069885791068,0.03487774743648362,0.007779394514369269,0.01542926106696154,3.162892359054098e-05
effnetv2s_320x240_20260217_205632,3,1,0.19361811158294118,0.04585340838650418,0.07898458934586766,0.06587392242006201,0.015273598452799426,0.027689926670825364,0.0003
effnetv2s_320x240_20260217_205632,3,2,0.058416909553818196,0.014845932885879577,0.02130207771633091,0.04828622361569975,0.0131821959332585,0.015330733607039996,0.00029795419551040833
effnetv2s_320x240_20260217_205632,3,3,0.05054687547325755,0.012470390059719871,0.019370900286236704,0.04438968837489173,0.01136234932241026,0.01598381468966624,0.00029187258625509513
effnetv2s_320x240_20260217_205632,3,4,0.046736960179645924,0.011942353567847326,0.01688107626035279,0.04490662765623134,0.01233114166216347,0.014078773909166807,0.00028192106268097334
effnetv2s_320x240_20260217_205632,3,5,0.04198451648731638,0.010876632108243817,0.01479293623723398,0.04197089354117739,0.011107063572465213,0.014203234548487485,0.00026837107640945905
effnetv2s_320x240_20260217_205632,3,6,0.04000751335985501,0.009991596065274331,0.015028523267233775,0.03993945869569238,0.01044415735791182,0.01382906574520162,0.00025159223574386114
effnetv2s_320x240_20260217_205632,3,7,0.035729937047265764,0.00878089729061756,0.013777693743003252,0.03709637216695161,0.009865437835061169,0.012432777578651034,0.00023204222371836405
effnetv2s_320x240_20260217_205632,3,8,0.034614135183435576,0.0088844268020846,0.01240306827457971,0.04007029169924319,0.0103027573572951,0.014313397787236745,0.0002102543136979454
effnetv2s_320x240_20260217_205632,3,9,0.03345835787457461,0.008431266501608341,0.012380191463958076,0.03571615422789593,0.009203297101603678,0.01270791084631262,0.00018682282307111987
effnetv2s_320x240_20260217_205632,3,10,0.02900991863024801,0.007204132539599967,0.010999587428220402,0.03561897148664455,0.009206486228589222,0.012602755736257824,0.00016238690182084986
effnetv2s_320x240_20260217_205632,3,11,0.02670015901191857,0.006966531791791903,0.009283829517155241,0.034092806398827114,0.008752240585642498,0.012212204531234104,0.00013761309817915014
effnetv2s_320x240_20260217_205632,3,12,0.02306914413816103,0.006003203808314391,0.00806113460121755,0.03457199344061761,0.008282129738288149,0.013866669199169096,0.00011317717692888012
effnetv2s_320x240_20260217_205632,3,13,0.023223826279291395,0.006156412937922934,0.00783279391408902,0.03383288032249632,0.008449103438421068,0.012710121378331071,8.97456863020546e-05
effnetv2s_320x240_20260217_205632,3,14,0.019584633651912712,0.005341906121323229,0.0062298683128955415,0.033856387956065326,0.008135047221817958,0.013518769839345912,6.795777628163599e-05
effnetv2s_320x240_20260217_205632,3,15,0.018571454391674288,0.0049196541915496805,0.006272318941304364,0.03171640030666668,0.00786378169665437,0.012056945870269863,4.840776425613886e-05
effnetv2s_320x240_20260217_205632,3,16,0.017053548824146142,0.004730813511564037,0.005226514998470744,0.03180269278606636,0.007659447528370067,0.012654074036787616,3.162892359054098e-05
effnetv2s_320x240_20260217_205632,3,17,0.015504125781440534,0.004312742331752023,0.0047222698456648405,0.03155880370883268,0.007633957610969459,0.012473909142563154,1.8078937319026654e-05
effnetv2s_320x240_20260217_205632,3,18,0.015213092573132761,0.004250261885785191,0.00458743782631413,0.03174063335373604,0.007611187303151226,0.012712664972804228,8.127413744904804e-06
effnetv2s_320x240_20260217_205632,3,19,0.01466406631028519,0.004268613485905587,0.003992532606038844,0.031948379795319594,0.007681833762126315,0.012743795048367744,2.0458044895916513e-06
effnetv2s_320x240_20260217_205632,3,20,0.013918859114110803,0.003981669810626594,0.003964684620926332,0.03162494914474093,0.007580350320242211,0.012674073427682418,0.0
effnetv2s_320x240_20260217_205632,4,1,0.18429594255942205,0.04390083832468567,0.07454384588142181,0.060757674857124334,0.015317173876769851,0.02246473929864226,0.0003
effnetv2s_320x240_20260217_205632,4,2,0.058694350632042855,0.015332948463297757,0.020361979614927656,0.05364811968094616,0.012677505923245978,0.021954354696670064,0.00029795419551040833
effnetv2s_320x240_20260217_205632,4,3,0.05090582831736717,0.013165278386262209,0.01799263261283316,0.05110931473166289,0.012963640072249571,0.018700214734971937,0.00029187258625509513
effnetv2s_320x240_20260217_205632,4,4,0.04571768232522397,0.011769004868520372,0.016295169774109924,0.04634270704609131,0.010253743517247543,0.020708348574855148,0.00028192106268097334
effnetv2s_320x240_20260217_205632,4,5,0.04212661471488423,0.010940709616988897,0.01477484072659551,0.04639907423743618,0.011261954913965021,0.018244186557456334,0.00026837107640945905
effnetv2s_320x240_20260217_205632,4,6,0.04063142134220074,0.010658886481347031,0.013984205047050413,0.04462663832953477,0.010328964920913975,0.01880422579603832,0.00025159223574386114
effnetv2s_320x240_20260217_205632,4,7,0.0406829084233282,0.010913536680976771,0.013399066850390186,0.04729865449940545,0.010828748347965666,0.02022678359387046,0.00023204222371836405
effnetv2s_320x240_20260217_205632,4,8,0.03528843344027936,0.008966641187116337,0.012871830520229369,0.04110546616814067,0.009501563162336926,0.017351558598753206,0.0002102543136979454
effnetv2s_320x240_20260217_205632,4,9,0.03128928708318392,0.00797425754441146,0.011353643111979384,0.040231250547732696,0.009100720879617918,0.01747944851578194,0.00018682282307111987
effnetv2s_320x240_20260217_205632,4,10,0.029156299625320476,0.007349042630332975,0.010783693117105666,0.03724803013911002,0.008822259385662052,0.015192381773721711,0.00016238690182084986
effnetv2s_320x240_20260217_205632,4,11,0.025475102122977128,0.006858527673377171,0.008328783005342998,0.03774952305084475,0.009034549864073788,0.015163148770183947,0.00013761309817915014
effnetv2s_320x240_20260217_205632,4,12,0.024351552071559694,0.006276641480687111,0.00865994833523031,0.038221743253159426,0.008468456973058789,0.017050601113574666,0.00011317717692888012
effnetv2s_320x240_20260217_205632,4,13,0.02181628005651955,0.005859916221985188,0.0071664894392688945,0.03730903047762594,0.00858655047340005,0.015842654686885844,8.97456863020546e-05
effnetv2s_320x240_20260217_205632,4,14,0.02000512421786702,0.005337449857267921,0.00666149957330503,0.0374376384569889,0.008576480052608774,0.01599643825217611,6.795777628163599e-05
