epoch,train_loss,lr,selection_score,val_mae,val_mae_left,val_mae_straight,val_mae_right,bend_mae,bend_mae_left,bend_mae_straight,bend_mae_right
1,2309.445960998535,0.0009972609476841367,13.315234184265137,16.328311920166016,24.342594146728516,12.79512882232666,14.116714477539062,23.51173210144043,40.5335693359375,16.75596046447754,13.315234184265137
2,619.3028148651123,0.0009890738003669028,11.723047256469727,13.413100242614746,24.017242431640625,8.675740242004395,10.570905685424805,19.553613662719727,36.40461349487305,11.786140441894531,11.723047256469727
3,544.6600032806397,0.0009755282581475768,6.977929592132568,26.614261627197266,44.16387939453125,25.591869354248047,12.723536491394043,32.12974548339844,53.8575325012207,29.294057846069336,6.977929592132568
4,480.01873512268065,0.0009567727288213003,16.8125,11.717300415039062,19.606555938720703,6.14431095123291,12.3630952835083,15.208678245544434,29.053630828857422,4.9937591552734375,16.8125
5,384.63239669799805,0.0009330127018922195,8.4189453125,15.171449661254883,29.4150333404541,11.479226112365723,7.754584789276123,17.226362228393555,37.832969665527344,7.361307621002197,8.4189453125
6,417.7179141998291,0.0009045084971874739,26.590038299560547,13.175312042236328,12.794748306274414,7.179232120513916,21.586069107055664,15.608824729919434,18.129776000976562,8.65117359161377,26.590038299560547
7,437.6775478363037,0.0008715724127386972,5.832226753234863,16.93160057067871,32.903106689453125,15.009909629821777,5.625643730163574,21.621850967407227,41.09361267089844,15.861214637756348,5.832226753234863
8,372.8554750442505,0.0008345653031794292,17.117578506469727,11.577549934387207,19.727256774902344,4.728390693664551,13.716377258300781,14.241287231445312,26.440502166748047,4.5428466796875,17.117578506469727
9,412.53008155822755,0.0007938926261462366,15.925976753234863,11.030525207519531,19.826644897460938,4.4409027099609375,12.25723934173584,13.15709114074707,25.767602920532227,3.229135513305664,15.925976753234863
10,288.8640224456787,0.00075,22.698633193969727,10.733574867248535,12.4658842086792,4.438753604888916,17.708654403686523,13.495643615722656,14.71260929107666,8.276080131530762,22.698633193969727
11,277.91326427459717,0.0007033683215379003,11.465624809265137,9.871000289916992,17.554086685180664,5.959646701812744,8.45712661743164,10.54261589050293,20.35139274597168,3.4073212146759033,11.465624809265137
12,256.41901874542236,0.0006545084971874739,6.755468845367432,10.365862846374512,17.212324142456055,9.406876564025879,5.7015767097473145,10.118292808532715,18.998294830322266,5.660860538482666,6.755468845367432
13,257.15739154815674,0.0006039558454088797,5.505468845367432,10.03285026550293,14.452939987182617,10.32288646697998,5.796493053436279,8.714415550231934,13.901405334472656,6.704312801361084,5.505468845367432
14,250.6048313140869,0.0005522642316338269,15.9599609375,8.63811206817627,9.116724967956543,5.40466833114624,12.57874870300293,10.55383014678955,8.197325706481934,9.58410930633545,15.9599609375
15,210.21284866333008,0.0005000000000000002,24.985057830810547,13.173774719238281,9.420626640319824,9.434575080871582,21.477598190307617,16.197032928466797,9.223662376403809,16.76578712463379,24.985057830810547
16,250.84012660980224,0.0004477357683661734,13.336230278015137,8.28902530670166,10.372827529907227,5.306739330291748,10.494690895080566,9.660908699035645,8.84654712677002,8.46399974822998,13.336230278015137
17,188.36558437347412,0.00039604415459112036,17.261035919189453,9.068412780761719,10.091670036315918,5.154727935791016,13.451817512512207,11.996743202209473,9.015556335449219,11.521050453186035,17.261035919189453
18,206.04244384765624,0.0003454915028125264,14.925097465515137,8.684562683105469,10.107155799865723,5.143087387084961,12.21899127960205,10.781034469604492,9.022107124328613,10.005309104919434,14.925097465515137
19,189.14294967651367,0.0002966316784621,17.866016387939453,9.469474792480469,9.86441421508789,5.597570419311523,14.34322738647461,12.11697769165039,9.153042793273926,11.398332595825195,17.866016387939453
20,172.67034826278686,0.00025000000000000017,19.498926162719727,10.327199935913086,9.861316680908203,6.970421314239502,15.255751609802246,13.360486030578613,9.113264083862305,13.332060813903809,19.498926162719727
21,170.1001190185547,0.00020610737385376354,13.590917587280273,8.266474723815918,10.19859504699707,5.188305854797363,10.733308792114258,10.114410400390625,8.731441497802734,9.400428771972656,13.590917587280273
22,145.20533494949342,0.00016543469682057108,19.678905487060547,10.78427505493164,10.087278366088867,7.166368007659912,16.265766143798828,14.387767791748047,9.51630687713623,15.189502716064453,19.678905487060547
23,137.48968362808228,0.00012842758726130298,14.494726181030273,8.181962966918945,8.721246719360352,4.872522830963135,12.172216415405273,9.671259880065918,7.868449687957764,8.601481437683105,14.494726181030273
24,146.72375020980834,9.549150281252637e-05,13.8837890625,8.415162086486816,9.801312446594238,5.1205525398254395,11.648648262023926,9.972588539123535,8.605827331542969,9.040238380432129,13.8837890625
25,139.11665439605713,6.698729810778068e-05,17.541601181030273,9.354887962341309,9.55746078491211,5.693469524383545,14.112371444702148,11.806936264038086,8.621861457824707,11.246088027954102,17.541601181030273
26,130.02499380111695,4.322727117869953e-05,18.03076171875,9.655137062072754,9.43902587890625,5.78065299987793,15.063987731933594,11.939635276794434,8.55090045928955,11.34780216217041,18.03076171875
27,129.0684292793274,2.447174185242324e-05,18.388769149780273,9.865087509155273,9.506564140319824,6.040860652923584,15.330116271972656,12.608480453491211,8.650245666503906,12.553605079650879,18.388769149780273
28,125.44706525802613,1.092619963309716e-05,17.072559356689453,9.44225025177002,9.846014976501465,5.642669677734375,14.210866928100586,11.923352241516113,8.951009750366211,11.496506690979004,17.072559356689453
29,124.71260538101197,2.7390523158633003e-06,18.740528106689453,10.134149551391602,9.819388389587402,6.330497741699219,15.533381462097168,13.100457191467285,9.140283584594727,13.113776206970215,18.740528106689453
30,122.62448921203614,0.0,17.939844131469727,9.780474662780762,9.801359176635742,6.026026725769043,14.821388244628906,12.505348205566406,9.000819206237793,12.305700302124023,17.939844131469727
