epoch,train_loss,old_mae,fig8_mae,score,lr
1,376.60832088940765,10.724599838256836,12.766335487365723,12.051728010177612,4.665063509461097e-05
2,266.54305925761184,10.354437828063965,13.610085487365723,12.470608806610107,3.7500000000000003e-05
3,254.99832592271778,8.444887161254883,11.571732521057129,10.477336645126343,2.5e-05
4,243.2646124852847,9.094975471496582,13.572443008422852,12.005329370498657,1.2500000000000006e-05
5,240.034070994756,8.594599723815918,13.21875,11.60029740333557,3.3493649053890326e-06
6,232.07705145012844,8.044012069702148,12.264204978942871,10.787137460708617,0.0
