epoch,train_loss,old_mae,fig8_mae,score,lr
1,215.1185273993505,5.175912380218506,10.640625,8.727975583076477,1.866025403784439e-05
2,138.75651511100872,5.346024990081787,8.916903495788574,7.667096018791199,1.5000000000000004e-05
3,107.2074181282357,5.757750034332275,8.655539512634277,7.641313195228577,1.0000000000000003e-05
4,96.24862339072031,5.611912727355957,8.524857521057129,7.505326843261719,5.000000000000004e-06
5,90.30947639517588,5.515387535095215,8.553977012634277,7.490470695495605,1.3397459621556134e-06
6,87.96851901485495,5.421812534332275,8.599431991577148,7.487265181541443,0.0
