epoch,train_loss,train_acc,val_loss,val_acc,lr
1,0.9782162666320801,0.688671875,0.7238349115020198,0.8036253776435045,0.0005
2,0.47623264640569685,0.85859375,0.34630921257946784,0.8413897280966768,0.001
3,0.3456937961280346,0.90859375,0.23982744819267998,0.8957703927492447,0.000992403876506104
4,0.2312577050179243,0.941796875,0.28519403232188384,0.9274924471299094,0.0009698463103929542
5,0.21144050620496274,0.948828125,0.10378075987550787,0.9501510574018127,0.0009330127018922195
6,0.16256676968187095,0.965625,0.36017328995952436,0.93202416918429,0.000883022221559489
7,0.15593537352979184,0.959765625,0.2379156749054024,0.9290030211480362,0.0008213938048432696
8,0.1464414991438389,0.9671875,0.09803762869892524,0.9501510574018127,0.00075
9,0.10711870379745961,0.97578125,0.13753206879350713,0.9516616314199395,0.0006710100716628344
10,0.09675411945208907,0.97578125,0.15007376346703383,0.9682779456193353,0.0005868240888334653
11,0.08583146124146879,0.979296875,0.11748103108650969,0.9697885196374623,0.0005
12,0.08150668777525424,0.979296875,0.0840397313732395,0.9848942598187311,0.00041317591116653486
13,0.07168319774791598,0.984375,0.10783001357334979,0.9682779456193353,0.0003289899283371657
14,0.07613977668806911,0.983984375,0.08970211963999307,0.9788519637462235,0.0002500000000000001
15,0.064867755305022,0.9828125,0.07366826153413766,0.9833836858006042,0.0001786061951567303
16,0.06237793911714107,0.98515625,0.0761132016102713,0.9818731117824774,0.00011697777844051105
17,0.05928196217864752,0.988671875,0.06985900359751594,0.9848942598187311,6.698729810778065e-05
18,0.04348852026741952,0.990625,0.06761300244180098,0.9879154078549849,3.0153689607045842e-05
19,0.048404521960765126,0.98828125,0.06861498299142026,0.986404833836858,7.59612349389599e-06
20,0.0569519525859505,0.9875,0.06722045165354391,0.986404833836858,0.0
